item_id,name,category,subcategory,width_cm,depth_cm,height_cm,mass_kg,temp_requirement,lot_number,current_location,orientation_allowed,hazardous_class,tags_id,priority,expiry_date,maximum_uses,current_uses,usage_remaining,usage_frequency,preferred_zone,status
000111,Microgravity_Lab_Kit_003,Experiment_Sample,Microgravity_Lab_Kit,20.0,28.7,28.6,4.71,AMBIENT,LOT2024-275,,True,NONE,"[""BAR912764"", ""RFID58085""]",90,N/A,4234.0,1807,2427.0,0.38,Lab,IN_USE
000112,Microgravity_Lab_Kit_004,Experiment_Sample,Microgravity_Lab_Kit,44.7,18.1,30.8,4.63,AMBIENT,LOT2025-883,,True,NONE,"[""BAR956401"", ""RFID25386""]",74,N/A,314.0,150,164.0,0.13,Lab,PLANNED
000113,Microgravity_Lab_Kit_005,Experiment_Sample,Microgravity_Lab_Kit,40.8,33.3,20.7,3.89,AMBIENT,LOT2026-360,,False,NONE,"[""BAR658136"", ""RFID80617"", ""QR5794""]",68,N/A,1745.0,526,1219.0,0.16,Lab,ACTIVE
000114,Microgravity_Lab_Kit_006,Experiment_Sample,Microgravity_Lab_Kit,35.4,17.9,34.1,4.82,AMBIENT,LOT2024-719,,True,NONE,"[""BAR239136"", ""RFID52217""]",58,N/A,2321.0,1002,1319.0,0.39,Lab,ACTIVE
000115,Microgravity_Lab_Kit_007,Experiment_Sample,Microgravity_Lab_Kit,34.0,33.8,19.4,0.92,AMBIENT,LOT2025-712,,True,NONE,"[""BAR486999"", ""RFID73968""]",60,N/A,3350.0,1500,1850.0,0.02,Lab,IN_USE
000116,Research_Samples_001,Experiment_Sample,Research_Samples,34.0,35.9,31.3,4.88,N/A,LOT2024-507,,True,NONE,"[""BAR381581"", ""RFID47171""]",80,N/A,1834.0,496,1338.0,0.3,Lab,ACTIVE
000117,Research_Samples_002,Experiment_Sample,Research_Samples,41.8,37.9,11.1,3.94,AMBIENT,LOT2024-452,,True,NONE,"[""BAR578693"", ""RFID66072"", ""QR3161""]",84,N/A,183.0,35,148.0,0.44,Lab,ACTIVE
000118,Research_Samples_003,Experiment_Sample,Research_Samples,25.8,17.5,26.6,4.07,AMBIENT,LOT2026-717,,True,NONE,"[""BAR891918"", ""RFID95915"", ""QR2559""]",58,N/A,3296.0,271,3025.0,0.02,Lab,ACTIVE
000119,Research_Samples_004,Experiment_Sample,Research_Samples,30.6,28.4,10.2,2.39,AMBIENT,LOT2025-073,,True,NONE,"[""BAR340068"", ""RFID23425"", ""QR7022""]",62,N/A,3509.0,1584,1925.0,0.44,Lab,ACTIVE
000120,Research_Samples_005,Experiment_Sample,Research_Samples,41.2,34.2,26.9,0.88,AMBIENT,LOT2026-219,,True,NONE,"[""BAR758589"", ""RFID63963""]",55,N/A,1394.0,102,1292.0,0.23,Lab,ACTIVE
000121,Research_Samples_006,Experiment_Sample,Research_Samples,18.7,36.9,18.8,2.86,AMBIENT,LOT2024-255,,True,NONE,"[""BAR680278"", ""RFID89638"", ""QR1439""]",63,N/A,2079.0,617,1462.0,0.43,Lab,ACTIVE
000122,Research_Samples_007,Experiment_Sample,Research_Samples,33.2,20.7,19.8,4.05,AMBIENT,LOT2024-512,,True,NONE,"[""BAR769077"", ""RFID79243""]",70,N/A,4104.0,1296,2808.0,0.03,Lab,ACTIVE
000123,Research_Samples_008,Experiment_Sample,Research_Samples,40.8,32.1,19.1,4.26,COLD,LOT2024-015,,True,NONE,"[""BAR374921"", ""RFID17925""]",85,N/A,647.0,256,391.0,0.21,Lab,ACTIVE
000124,Seed_Packets_001,Experiment_Sample,Seed_Packets,36.1,17.5,23.4,3.89,AMBIENT,LOT2026-944,,True,NONE,"[""BAR313068"", ""QR6353""]",72,N/A,734.0,332,402.0,0.21,Lab,ACTIVE
000125,Seed_Packets_002,Experiment_Sample,Seed_Packets,17.0,36.0,28.2,5.16,AMBIENT,LOT2025-119,,True,NONE,"[""BAR575394"", ""RFID17212""]",58,N/A,2052.0,244,1808.0,0.38,Lab,IN_USE
000126,Seed_Packets_003,Experiment_Sample,Seed_Packets,19.1,15.3,22.4,2.41,AMBIENT,LOT2024-768,,True,NONE,"[""BAR919067""]",88,N/A,2173.0,686,1487.0,0.08,Lab,WASTE_EXPIRED
000127,Seed_Packets_004,Experiment_Sample,Seed_Packets,23.2,16.9,27.8,3.67,AMBIENT,LOT2025-057,,True,NONE,"[""BAR623879"", ""QR3577""]",59,N/A,4114.0,472,3642.0,0.14,Lab,ACTIVE
000128,Seed_Packets_005,Experiment_Sample,Seed_Packets,30.3,16.3,31.6,1.85,AMBIENT,LOT2024-184,,True,NONE,"[""BAR999138"", ""RFID95944""]",85,N/A,3031.0,1475,1556.0,0.17,Lab,ACTIVE
000129,Seed_Packets_006,Experiment_Sample,Seed_Packets,39.8,32.1,13.0,4.2,AMBIENT,LOT2026-048,,True,NONE,"[""BAR520400"", ""RFID70960""]",58,N/A,1519.0,88,1431.0,0.39,Lab,ACTIVE
000130,Seed_Packets_007,Experiment_Sample,Seed_Packets,15.2,21.0,24.1,2.17,AMBIENT,LOT2025-792,,True,NONE,"[""BAR913575"", ""RFID81638""]",70,N/A,3850.0,839,3011.0,0.14,Lab,ACTIVE
000131,Fire_Extinguisher_001,Life_Support_System,Fire_Extinguisher,138.1,111.7,21.9,41.53,AMBIENT,LOT2026-244,,True,PRESSURIZED,"[""BAR540208"", ""RFID17850""]",92,N/A,,0,,0.05,Life_Support,ACTIVE
000132,Fire_Extinguisher_002,Life_Support_System,Fire_Extinguisher,69.4,130.7,102.6,107.68,AMBIENT,LOT2024-653,,True,PRESSURIZED,"[""BAR959793"", ""RFID87580""]",94,N/A,,0,,0.14,Life_Support,LOST
000133,Radiation_Shield_001,Life_Support_System,Radiation_Shield,174.7,140.8,98.6,100.16,AMBIENT,LOT2024-799,,True,TOXIC,"[""BAR907557"", ""RFID30369"", ""QR8365""]",90,N/A,,0,,0.15,Life_Support,ACTIVE
000134,Radiation_Shield_002,Life_Support_System,Radiation_Shield,194.0,51.0,81.7,33.27,AMBIENT,LOT2026-042,,True,NONE,"[""BAR325465""]",83,2030-01-04,,0,,0.04,Life_Support,ACTIVE
000135,CO2_Scrubber_001,Life_Support_System,CO2_Scrubber,145.1,57.5,218.1,5.67,AMBIENT,LOT2024-474,,True,PRESSURIZED,"[""BAR206857"", ""QR1195""]",92,N/A,,0,,0.03,Life_Support,IN_USE
000136,Cooling_System_001,Life_Support_System,Cooling_System,170.0,71.5,146.1,78.07,WARM,LOT2024-925,,True,TOXIC,"[""BAR777366"", ""RFID26880"", ""QR6432""]",98,N/A,,0,,0.05,Life_Support,DISPOSED
000137,Emergency_Beacon_001,Life_Support_System,Emergency_Beacon,169.7,74.4,25.9,82.62,WARM,LOT2025-905,,False,NONE,"[""BAR255851"", ""RFID91156""]",85,N/A,,0,,0.2,Life_Support,ACTIVE
000138,Emergency_Beacon_002,Life_Support_System,Emergency_Beacon,111.4,36.0,96.6,51.47,AMBIENT,LOT2026-814,,True,NONE,"[""BAR120478""]",100,N/A,,0,,0.11,Life_Support,ACTIVE
000139,Oxygen_Cylinder_001,Life_Support_System,Oxygen_Cylinder,96.0,47.5,83.8,27.84,AMBIENT,LOT2024-998,,True,NONE,"[""BAR267378"", ""RFID96096"", ""QR9743""]",88,2028-10-22,,0,,0.25,Life_Support,WASTE_DEPLETED
000140,Oxygen_Cylinder_002,Life_Support_System,Oxygen_Cylinder,199.4,52.4,189.3,96.09,N/A,LOT2024-607,,True,NONE,"[""BAR433451""]",91,N/A,,0,,0.28,Life_Support,ACTIVE
000141,Pressure_Regulator_001,Life_Support_System,Pressure_Regulator,125.7,48.5,217.6,106.03,AMBIENT,LOT2024-617,,True,TOXIC,"[""BAR329437"", ""RFID72650"", ""QR4300""]",95,N/A,,0,,0.24,Life_Support,ACTIVE
000142,Waste_Management_Kit_001,Life_Support_System,Waste_Management_Kit,40.1,43.5,160.9,18.72,AMBIENT,LOT2025-722,,True,NONE,"[""BAR794303"", ""RFID23242""]",83,N/A,,0,,0.1,Life_Support,BROKEN
000143,Waste_Management_Kit_002,Life_Support_System,Waste_Management_Kit,104.3,104.9,117.4,39.44,WARM,LOT2024-682,,True,NONE,"[""BAR717558""]",97,N/A,,0,,0.22,Life_Support,ACTIVE
000144,Communication_Device_001,Life_Support_System,Communication_Device,191.3,143.6,98.3,119.33,AMBIENT,LOT2026-227,,True,NONE,"[""BAR770718"", ""RFID75035"", ""QR2274""]",98,2029-07-16,,0,,0.08,Life_Support,BROKEN
000145,Handheld_Spectrometer_001,Life_Support_System,Handheld_Spectrometer,169.7,108.8,165.9,41.62,AMBIENT,LOT2024-738,,True,CORROSIVE,"[""BAR101343"", ""RFID67438""]",80,N/A,,0,,0.29,Life_Support,WASTE_EXPIRED
000146,Thruster_Fuel_001,Life_Support_System,Thruster_Fuel,89.7,71.9,185.8,95.07,AMBIENT,LOT2024-819,,True,FLAMMABLE,"[""BAR986846"", ""RFID12631""]",98,N/A,,0,,0.29,Life_Support,ACTIVE
000147,Thruster_Fuel_002,Life_Support_System,Thruster_Fuel,93.8,116.5,129.4,107.98,N/A,LOT2026-032,,True,PRESSURIZED,"[""BAR552275"", ""QR8113""]",82,N/A,,0,,0.06,Life_Support,ACTIVE
000148,Personal_Hygiene_Products_001,Crew_Supplies,Personal_Hygiene_Products,38.6,48.8,55.9,10.94,AMBIENT,LOT2024-051,,True,NONE,"[""BAR511987"", ""RFID74349"", ""QR6911""]",58,N/A,,0,,0.02,Crew_Quarters,ACTIVE
000149,Personal_Hygiene_Products_002,Crew_Supplies,Personal_Hygiene_Products,53.8,43.6,10.3,4.38,AMBIENT,LOT2024-485,,True,NONE,"[""BAR984756"", ""RFID62096""]",80,N/A,,0,,0.45,Crew_Quarters,ACTIVE
000150,Personal_Hygiene_Products_003,Crew_Supplies,Personal_Hygiene_Products,37.1,36.0,26.0,3.98,AMBIENT,LOT2025-270,,True,NONE,"[""BAR337232""]",42,N/A,,0,,0.09,Crew_Quarters,ACTIVE
000151,Personal_Hygiene_Products_004,Crew_Supplies,Personal_Hygiene_Products,56.8,66.6,27.8,15.2,AMBIENT,LOT2025-839,,True,NONE,"[""BAR647967"", ""RFID80190""]",54,N/A,,0,,0.47,Crew_Quarters,ACTIVE
000152,Clothing_001,Crew_Supplies,Clothing,15.5,73.2,44.3,10.19,AMBIENT,LOT2026-636,,True,NONE,"[""BAR254610"", ""RFID68856"", ""QR3738""]",73,N/A,,0,,0.49,Crew_Quarters,PLANNED
000153,Clothing_002,Crew_Supplies,Clothing,39.6,79.2,28.9,19.95,AMBIENT,LOT2026-265,,True,NONE,"[""BAR435281""]",80,N/A,,0,,0.05,Crew_Quarters,ACTIVE
000154,Clothing_003,Crew_Supplies,Clothing,32.8,29.3,30.2,17.51,AMBIENT,LOT2025-116,,False,NONE,"[""BAR534574"", ""RFID84264""]",79,N/A,,0,,0.38,Crew_Quarters,WASTE
000155,Clothing_004,Crew_Supplies,Clothing,49.4,17.1,20.7,10.85,AMBIENT,LOT2025-393,,True,NONE,"[""BAR786594"", ""RFID89817""]",62,N/A,,0,,0.1,Crew_Quarters,ACTIVE
000156,Clothing_005,Crew_Supplies,Clothing,57.7,38.1,26.8,17.62,COLD,LOT2025-943,,False,NONE,"[""BAR381631"", ""QR5965""]",55,N/A,,0,,0.17,Crew_Quarters,PLANNED
000157,Medical_Supplies_001,Crew_Supplies,Medical_Supplies,78.1,26.0,21.5,14.95,AMBIENT,LOT2025-620,,False,NONE,"[""BAR776913"", ""RFID67896"", ""QR7671""]",60,N/A,,0,,0.38,Crew_Quarters,IN_USE
000158,Medical_Supplies_002,Crew_Supplies,Medical_Supplies,67.5,46.1,13.7,6.43,AMBIENT,LOT2026-901,,True,NONE,"[""BAR696296"", ""RFID35265""]",72,N/A,,0,,0.12,Crew_Quarters,ACTIVE
000159,Screwdrivers_001,Maintenance_Tools,Screwdrivers,74.3,59.3,20.1,16.52,AMBIENT,LOT2024-698,,True,NONE,"[""BAR132047"", ""RFID74066""]",77,N/A,6603.0,2403,4200.0,0.31,Maintenance_Bay,SCHEDULED
000160,Screwdrivers_002,Maintenance_Tools,Screwdrivers,34.1,68.6,19.2,16.67,COLD,LOT2024-167,,True,NONE,"[""BAR995296"", ""RFID38091""]",50,N/A,4770.0,1102,3668.0,0.99,Maintenance_Bay,ACTIVE
000161,Drills_001,Maintenance_Tools,Drills,11.4,64.6,47.2,0.48,AMBIENT,LOT2024-230,,False,NONE,"[""BAR364650"", ""RFID50037""]",53,N/A,2937.0,771,2166.0,1.08,Maintenance_Bay,ACTIVE
000162,Drills_002,Maintenance_Tools,Drills,42.1,25.3,21.6,10.56,AMBIENT,LOT2024-524,,True,NONE,"[""BAR794530""]",84,N/A,6606.0,1157,5449.0,0.86,Maintenance_Bay,ACTIVE
000163,Drills_003,Maintenance_Tools,Drills,17.6,14.5,59.4,12.92,AMBIENT,LOT2026-306,,True,NONE,"[""BAR297509"", ""RFID41496""]",62,N/A,4378.0,1655,2723.0,1.22,Maintenance_Bay,PLANNED
000164,Drills_004,Maintenance_Tools,Drills,57.7,60.5,41.0,19.95,AMBIENT,LOT2026-037,,True,NONE,"[""BAR711344"", ""RFID84978""]",61,N/A,6957.0,2811,4146.0,0.55,Maintenance_Bay,IN_USE
000165,Drills_005,Maintenance_Tools,Drills,64.9,73.5,42.0,10.29,AMBIENT,LOT2024-483,,True,NONE,"[""BAR234159"", ""RFID83273""]",55,N/A,9246.0,2749,6497.0,0.32,Maintenance_Bay,ACTIVE
000166,Drills_006,Maintenance_Tools,Drills,25.6,25.6,52.9,8.58,AMBIENT,LOT2025-475,,True,NONE,"[""BAR992562"", ""RFID17035""]",66,N/A,6189.0,291,5898.0,0.9,Maintenance_Bay,DISPOSED
000167,Drills_007,Maintenance_Tools,Drills,23.6,18.4,42.4,10.74,AMBIENT,LOT2024-141,,True,NONE,"[""BAR310026"", ""RFID84632""]",71,N/A,985.0,441,544.0,1.48,Maintenance_Bay,ACTIVE
000168,Drills_008,Maintenance_Tools,Drills,64.5,44.1,39.7,3.78,COLD,LOT2025-215,,True,NONE,"[""BAR898169"", ""RFID85534""]",85,N/A,1050.0,90,960.0,0.76,Maintenance_Bay,IN_USE
000169,Drills_009,Maintenance_Tools,Drills,40.4,40.1,28.6,9.7,AMBIENT,LOT2026-383,,True,NONE,"[""BAR114760""]",45,N/A,718.0,2,716.0,0.82,Maintenance_Bay,ACTIVE
000170,Drills_010,Maintenance_Tools,Drills,27.4,58.5,23.9,2.84,AMBIENT,LOT2024-067,,False,NONE,"[""BAR963862"", ""RFID48119""]",69,N/A,8346.0,3552,4794.0,0.8,Maintenance_Bay,ACTIVE
000171,Drills_011,Maintenance_Tools,Drills,79.7,34.0,54.6,7.38,WARM,LOT2025-020,,True,NONE,"[""BAR339513"", ""RFID27197"", ""QR1359""]",57,N/A,2801.0,750,2051.0,0.91,Maintenance_Bay,ACTIVE
000172,Drills_012,Maintenance_Tools,Drills,65.4,36.3,40.2,15.49,AMBIENT,LOT2024-678,,True,NONE,"[""BAR213365"", ""RFID12587"", ""QR2897""]",84,N/A,896.0,280,616.0,0.65,Maintenance_Bay,ACTIVE
000173,Drills_013,Maintenance_Tools,Drills,59.1,24.4,42.7,0.48,AMBIENT,LOT2025-638,,True,NONE,"[""BAR735053"", ""RFID64896""]",71,N/A,1754.0,120,1634.0,0.2,Maintenance_Bay,IN_USE
000174,Drills_014,Maintenance_Tools,Drills,64.9,44.8,38.5,15.63,AMBIENT,LOT2025-303,,True,NONE,"[""BAR268163"", ""RFID75058""]",78,N/A,3404.0,480,2924.0,1.05,Maintenance_Bay,ACTIVE
000175,Drills_015,Maintenance_Tools,Drills,57.0,73.5,50.9,13.48,AMBIENT,LOT2024-741,,True,NONE,"[""BAR858724"", ""RFID43540""]",54,N/A,1575.0,270,1305.0,0.71,Maintenance_Bay,BROKEN
000176,Drills_016,Maintenance_Tools,Drills,17.0,22.2,7.2,6.02,AMBIENT,LOT2024-872,,False,NONE,"[""BAR895034"", ""QR3267""]",65,N/A,7079.0,1464,5615.0,1.01,Maintenance_Bay,ACTIVE
000177,Drills_017,Maintenance_Tools,Drills,76.9,28.8,45.3,7.64,AMBIENT,LOT2025-986,,True,NONE,"[""BAR578715"", ""RFID60556""]",66,N/A,3096.0,341,2755.0,0.74,Maintenance_Bay,ACTIVE
000178,Spacewalk_Tools_001,Maintenance_Tools,Spacewalk_Tools,78.7,69.1,10.7,18.25,AMBIENT,LOT2024-626,,True,NONE,"[""BAR498197"", ""RFID90131"", ""QR3140""]",75,N/A,9421.0,3369,6052.0,0.75,Maintenance_Bay,ACTIVE
000179,Spacewalk_Tools_002,Maintenance_Tools,Spacewalk_Tools,14.4,55.8,5.7,17.41,AMBIENT,LOT2024-979,,True,NONE,"[""BAR802382""]",78,N/A,9547.0,3545,6002.0,1.05,Maintenance_Bay,ACTIVE
000180,Scientific_Instruments_001,Scientific_Research_Supplies,Scientific_Instruments,43.7,56.5,40.3,3.23,AMBIENT,LOT2026-056,,True,NONE,"[""BAR112210"", ""RFID30568""]",90,N/A,,0,,0.25,Lab,ACTIVE
000181,Scientific_Instruments_002,Scientific_Research_Supplies,Scientific_Instruments,62.6,32.4,23.2,5.78,AMBIENT,LOT2026-388,,False,NONE,"[""BAR522866"", ""QR8277""]",87,N/A,,0,,0.4,Lab,ACTIVE
000182,Scientific_Instruments_003,Scientific_Research_Supplies,Scientific_Instruments,41.3,18.3,32.4,13.17,AMBIENT,LOT2024-571,,False,NONE,"[""BAR675771"", ""RFID21913""]",61,N/A,,0,,0.48,Lab,ACTIVE
000183,Scientific_Instruments_004,Scientific_Research_Supplies,Scientific_Instruments,49.4,55.8,30.1,7.01,AMBIENT,LOT2025-340,,True,NONE,"[""BAR687360"", ""RFID88636""]",58,N/A,,0,,0.34,Lab,IN_USE
000184,Scientific_Instruments_005,Scientific_Research_Supplies,Scientific_Instruments,63.2,25.5,23.8,16.65,AMBIENT,LOT2025-719,,True,NONE,"[""BAR211486"", ""RFID31516""]",73,N/A,,0,,0.41,Lab,IN_USE
000185,Scientific_Instruments_006,Scientific_Research_Supplies,Scientific_Instruments,27.8,23.7,11.6,17.09,AMBIENT,LOT2024-734,,True,NONE,"[""BAR454349"", ""RFID64325"", ""QR3018""]",68,N/A,,0,,0.39,Lab,ACTIVE
000186,Scientific_Instruments_007,Scientific_Research_Supplies,Scientific_Instruments,76.9,19.4,32.4,10.75,AMBIENT,LOT2025-859,,True,NONE,"[""BAR713543"", ""RFID76628""]",58,N/A,,0,,0.46,Lab,ACTIVE
000187,Scientific_Instruments_008,Scientific_Research_Supplies,Scientific_Instruments,67.1,17.2,41.2,12.24,AMBIENT,LOT2025-429,,False,NONE,"[""BAR738576""]",75,N/A,,0,,0.15,Lab,LOST
000188,Scientific_Instruments_009,Scientific_Research_Supplies,Scientific_Instruments,41.7,19.3,27.7,14.09,AMBIENT,LOT2026-561,,True,NONE,"[""BAR429159"", ""RFID82559""]",87,N/A,,0,,0.12,Lab,ACTIVE
000189,Scientific_Instruments_010,Scientific_Research_Supplies,Scientific_Instruments,34.2,57.1,59.0,13.11,AMBIENT,LOT2026-653,,True,NONE,"[""BAR438041"", ""RFID56168""]",66,N/A,,0,,0.3,Lab,DISPOSED
000190,Scientific_Instruments_011,Scientific_Research_Supplies,Scientific_Instruments,57.2,72.6,34.4,17.59,AMBIENT,LOT2026-110,,True,NONE,"[""BAR126499"", ""RFID16955""]",82,N/A,,0,,0.12,Lab,IN_USE
000191,Scientific_Instruments_012,Scientific_Research_Supplies,Scientific_Instruments,30.1,27.5,51.2,13.9,AMBIENT,LOT2026-034,,True,NONE,"[""BAR476105"", ""QR4675""]",73,N/A,,0,,0.38,Lab,ACTIVE
000192,Scientific_Instruments_013,Scientific_Research_Supplies,Scientific_Instruments,64.9,65.9,20.8,13.39,AMBIENT,LOT2026-321,,True,NONE,"[""BAR678944"", ""RFID42943"", ""QR8259""]",79,N/A,,0,,0.42,Lab,WASTE_DEPLETED
000193,Scientific_Instruments_014,Scientific_Research_Supplies,Scientific_Instruments,55.3,62.9,35.1,12.19,AMBIENT,LOT2024-700,,True,NONE,"[""BAR178086"", ""RFID32779""]",67,N/A,,0,,0.08,Lab,ACTIVE
000194,Scientific_Instruments_015,Scientific_Research_Supplies,Scientific_Instruments,28.5,21.3,51.5,0.41,AMBIENT,LOT2024-041,,True,NONE,"[""BAR261169""]",84,N/A,,0,,0.39,Lab,ACTIVE
000195,Scientific_Instruments_016,Scientific_Research_Supplies,Scientific_Instruments,31.1,65.3,35.3,1.74,AMBIENT,LOT2024-534,,True,NONE,"[""BAR171488"", ""RFID30889""]",75,N/A,,0,,0.28,Lab,ACTIVE
000196,Sensors_001,Scientific_Research_Supplies,Sensors,56.4,33.2,21.1,19.02,AMBIENT,LOT2026-844,,True,NONE,"[""BAR888669"", ""QR6668""]",88,N/A,,0,,0.23,Lab,WASTE_DEPLETED
000197,Sensors_002,Scientific_Research_Supplies,Sensors,53.5,77.1,42.5,6.62,AMBIENT,LOT2026-742,,True,NONE,"[""BAR396567"", ""RFID77746""]",62,N/A,,0,,0.2,Lab,PLANNED
000198,Sensors_003,Scientific_Research_Supplies,Sensors,13.1,72.9,15.6,10.42,AMBIENT,LOT2026-547,,True,NONE,"[""BAR107686"", ""RFID37627""]",61,N/A,,0,,0.39,Lab,SCHEDULED
000199,Sensors_004,Scientific_Research_Supplies,Sensors,17.3,47.6,43.7,19.53,AMBIENT,LOT2024-765,,True,NONE,"[""BAR819368"", ""RFID70191""]",82,N/A,,0,,0.04,Lab,ACTIVE
000200,Sensors_005,Scientific_Research_Supplies,Sensors,27.6,14.9,50.2,18.25,AMBIENT,LOT2026-415,,True,NONE,"[""BAR554059"", ""RFID61052""]",81,N/A,,0,,0.28,Lab,ACTIVE
000201,Sensors_006,Scientific_Research_Supplies,Sensors,62.9,51.0,43.5,1.73,AMBIENT,LOT2026-309,,True,NONE,"[""BAR736030"", ""RFID67367""]",87,N/A,,0,,0.41,Lab,ACTIVE
000202,Sensors_007,Scientific_Research_Supplies,Sensors,25.4,62.3,48.8,17.03,N/A,LOT2024-306,,False,NONE,"[""BAR810189""]",73,N/A,,0,,0.44,Lab,ACTIVE
000203,Sensors_008,Scientific_Research_Supplies,Sensors,10.8,71.2,12.8,1.12,AMBIENT,LOT2024-313,,True,NONE,"[""BAR320256"", ""RFID55069"", ""QR9397""]",80,N/A,,0,,0.09,Lab,ACTIVE
000204,Sensors_009,Scientific_Research_Supplies,Sensors,27.7,18.0,41.9,11.48,AMBIENT,LOT2026-473,,True,NONE,"[""BAR775990"", ""RFID48096""]",58,N/A,,0,,0.14,Lab,ACTIVE
000205,Sensors_010,Scientific_Research_Supplies,Sensors,76.6,35.0,41.9,4.92,AMBIENT,LOT2024-326,,True,NONE,"[""BAR609462"", ""RFID90785""]",73,N/A,,0,,0.35,Lab,ACTIVE
000206,Sensors_011,Scientific_Research_Supplies,Sensors,66.5,77.1,14.3,6.47,AMBIENT,LOT2026-447,,True,NONE,"[""BAR390119"", ""QR6432""]",69,N/A,,0,,0.44,Lab,ACTIVE
000207,Sensors_012,Scientific_Research_Supplies,Sensors,31.4,48.6,14.7,12.25,AMBIENT,LOT2024-913,,True,NONE,"[""BAR664781"", ""RFID92132"", ""QR2235""]",72,N/A,,0,,0.45,Lab,PLANNED
000208,Sensors_013,Scientific_Research_Supplies,Sensors,66.9,50.5,47.3,4.49,AMBIENT,LOT2026-916,,True,NONE,"[""BAR665892"", ""RFID29481""]",57,N/A,,0,,0.13,Lab,IN_USE
000209,Sensors_014,Scientific_Research_Supplies,Sensors,30.4,42.5,33.1,8.12,COLD,LOT2024-869,,True,NONE,"[""BAR945718""]",87,N/A,,0,,0.38,Lab,ACTIVE
000210,Sample_Storage_Containers_001,Scientific_Research_Supplies,Sample_Storage_Containers,76.4,56.2,58.2,14.8,WARM,LOT2024-225,,False,NONE,"[""BAR898461"", ""RFID18239"", ""QR4834""]",85,N/A,,0,,0.04,Lab,ACTIVE
000211,Sample_Storage_Containers_002,Scientific_Research_Supplies,Sample_Storage_Containers,35.3,42.9,30.0,1.21,AMBIENT,LOT2026-649,,True,NONE,"[""BAR969948"", ""RFID44513""]",75,N/A,,0,,0.29,Lab,ACTIVE
000212,Sample_Storage_Containers_003,Scientific_Research_Supplies,Sample_Storage_Containers,51.1,72.9,9.3,5.26,AMBIENT,LOT2025-837,,True,NONE,"[""BAR461792"", ""RFID73191""]",69,N/A,,0,,0.02,Lab,WASTE_EXPIRED
000213,Sample_Storage_Containers_004,Scientific_Research_Supplies,Sample_Storage_Containers,26.1,46.0,20.4,3.26,AMBIENT,LOT2026-837,,True,NONE,"[""BAR224078"", ""RFID64344""]",65,N/A,,0,,0.37,Lab,ACTIVE
000214,Sample_Storage_Containers_005,Scientific_Research_Supplies,Sample_Storage_Containers,24.7,21.3,50.8,0.74,AMBIENT,LOT2026-165,,False,NONE,"[""BAR241268"", ""RFID15136""]",57,N/A,,0,,0.09,Lab,ACTIVE
000215,Sample_Storage_Containers_006,Scientific_Research_Supplies,Sample_Storage_Containers,46.2,38.4,58.3,12.86,WARM,LOT2024-460,,True,NONE,"[""BAR735988""]",73,N/A,,0,,0.1,Lab,PLANNED
000216,Sample_Storage_Containers_007,Scientific_Research_Supplies,Sample_Storage_Containers,65.6,67.4,15.0,13.3,AMBIENT,LOT2026-351,,True,NONE,"[""BAR575497"", ""RFID19023"", ""QR7315""]",71,N/A,,0,,0.08,Lab,ACTIVE
000217,Sample_Storage_Containers_008,Scientific_Research_Supplies,Sample_Storage_Containers,73.7,57.9,50.5,12.23,AMBIENT,LOT2026-615,,True,NONE,"[""BAR140932""]",66,N/A,,0,,0.38,Lab,ACTIVE
000218,Sample_Storage_Containers_009,Scientific_Research_Supplies,Sample_Storage_Containers,73.1,47.8,5.1,18.77,AMBIENT,LOT2025-896,,True,NONE,"[""BAR145548"", ""RFID66224"", ""QR8899""]",82,N/A,,0,,0.4,Lab,ACTIVE
000219,Sample_Storage_Containers_010,Scientific_Research_Supplies,Sample_Storage_Containers,61.9,63.3,43.3,2.23,AMBIENT,LOT2024-932,,True,NONE,"[""BAR187889"", ""RFID81267""]",63,N/A,,0,,0.11,Lab,IN_USE
000220,Sample_Storage_Containers_011,Scientific_Research_Supplies,Sample_Storage_Containers,50.5,18.2,5.4,13.19,AMBIENT,LOT2024-159,,True,NONE,"[""BAR546768"", ""RFID43244"", ""QR9783""]",75,N/A,,0,,0.22,Lab,ACTIVE
000221,Sample_Storage_Containers_012,Scientific_Research_Supplies,Sample_Storage_Containers,57.6,62.8,27.7,15.74,AMBIENT,LOT2026-569,,True,NONE,"[""BAR607259"", ""RFID50193""]",85,N/A,,0,,0.39,Lab,ACTIVE
000222,Sample_Storage_Containers_013,Scientific_Research_Supplies,Sample_Storage_Containers,70.5,18.3,17.6,15.73,AMBIENT,LOT2026-411,,True,NONE,"[""BAR924265"", ""RFID82165""]",65,N/A,,0,,0.35,Lab,ACTIVE
000223,Sample_Storage_Containers_014,Scientific_Research_Supplies,Sample_Storage_Containers,54.5,66.3,50.3,9.59,AMBIENT,LOT2025-228,,True,NONE,"[""BAR488848"", ""RFID14948""]",82,N/A,,0,,0.47,Lab,ACTIVE
000224,Sample_Storage_Containers_015,Scientific_Research_Supplies,Sample_Storage_Containers,30.1,77.4,8.2,15.54,AMBIENT,LOT2025-011,,True,NONE,"[""BAR311505""]",66,N/A,,0,,0.27,Lab,ACTIVE
000225,Sample_Storage_Containers_016,Scientific_Research_Supplies,Sample_Storage_Containers,45.7,58.9,38.8,13.58,AMBIENT,LOT2024-162,,True,NONE,"[""BAR191061""]",78,N/A,,0,,0.19,Lab,ACTIVE
